hg19_pos,IMPACT,COUNT
chr15:101757922-101757924,MODIFIER,15.0
chr21:24380789-24380791,MODIFIER,5.0
chr10:10489860-10489862,MODIFIER,5.0
chr1:104217796-104217798,MODIFIER,4.0
chr7:46397163-46397165,MODIFIER,8.0
chr21:34830819-34830821,MODIFIER,7.0
chrX:83705488-83705490,MODIFIER,5.0
chr4:60793768-60793770,MODIFIER,5.0
chr15:92888802-92888804,MODIFIER,15.0
chr6:119338578-119338580,MODIFIER,2.0
chr18:4768161-4768163,MODIFIER,9.0
chr3:180167086-180167088,MODIFIER,3.0
chr5:29079798-29079800,MODIFIER,7.0
chr10:124476408-124476410,MODIFIER,6.0
chr3:94326548-94326550,MODIFIER,11.0
chr9:97643868-97643870,MODIFIER,5.0
chr7:99682437-99682439,MODIFIER,5.0
chr8:117009398-117009400,MODIFIER,16.0
chr14:65176509-65176511,MODIFIER,15.0
chr6:140834467-140834469,MODIFIER,5.0
chr15:57553859-57553861,MODIFIER,13.0
chr19:45952147-45952149,MODIFIER,15.0
chrX:99062473-99062475,MODIFIER,4.0
chr15:20591721-20591723,MODIFIER,10.0
chr12:87053702-87053704,MODIFIER,13.0
chr8:111326006-111326008,MODIFIER,13.0
chr10:133643093-133643095,MODIFIER,8.0
chr9:127335655-127335657,MODIFIER,5.0
chr2:82717858-82717860,MODIFIER,5.0
chr1:94526970-94526972,MODIFIER,16.0
chr12:111453821-111453823,MODIFIER,5.0
chr4:58452074-58452076,MODIFIER,5.0
chr1:240945138-240945140,MODIFIER,5.0
chr3:12375087-12375089,MODIFIER,15.0
chr7:149371830-149371832,MODIFIER,5.0
chr7:118823482-118823484,MODIFIER,11.0
chr6:158746078-158746080,MODIFIER,5.0
chr14:19723512-19723514,MODIFIER,12.0
chr10:14844544-14844546,MODIFIER,15.0
chr7:58044672-58044674,MODIFIER,1.0
chr3:189579718-189579720,MODIFIER,16.0
chr1:5581072-5581074,MODIFIER,5.0
chr9:7062483-7062485,MODIFIER,5.0
chr4:30734058-30734060,MODIFIER,16.0
chr16:29438881-29438883,MODIFIER,5.0
chr7:84416373-84416375,MODIFIER,14.0
chr1:13998478-13998480,MODIFIER,4.0
chr7:25734136-25734138,MODIFIER,13.0
chr16:34560712-34560714,MODIFIER,3.0
chr8:105527164-105527166,MODIFIER,14.0
chr1:104460044-104460046,MODIFIER,5.0
chr4:93617010-93617012,MODIFIER,11.0
chr3:11824035-11824037,MODIFIER,8.0
chr8:52013914-52013916,MODIFIER,7.0
chr5:45807343-45807345,MODIFIER,3.0
chr1:63190412-63190414,MODIFIER,16.0
chr13:81676650-81676652,MODIFIER,2.0
chr20:61054255-61054257,MODIFIER,8.0
chr6:22450842-22450844,MODIFIER,13.0
chr12:66983694-66983696,MODIFIER,15.0
chr6:121072753-121072755,MODIFIER,2.0
chr19:30522406-30522408,MODIFIER,4.0
chr5:123190667-123190669,MODIFIER,14.0
chr2:8594313-8594315,MODIFIER,15.0
chr3:81299678-81299680,MODIFIER,1.0
chr4:62329756-62329758,MODIFIER,15.0
chr5:178803551-178803553,MODIFIER,2.0
chr11:56069226-56069228,MODIFIER,3.0
chr17:16935315-16935317,MODIFIER,5.0
chr3:62019217-62019219,MODIFIER,4.0
chr7:62373565-62373567,MODIFIER,1.0
chr5:87323412-87323414,MODIFIER,10.0
chr8:107879601-107879603,MODIFIER,5.0
chr6:85121954-85121956,MODIFIER,16.0
chr13:55025387-55025389,MODIFIER,16.0
chr8:36573230-36573232,MODIFIER,2.0
chr11:21594527-21594529,MODIFIER,16.0
chr18:32134163-32134165,MODIFIER,2.0
chr5:20134378-20134380,MODIFIER,5.0
chr7:32180954-32180956,MODIFIER,5.0
chr1:148804448-148804450,MODIFIER,12.0
chr6:148321060-148321062,MODIFIER,10.0
chr7:47504626-47504628,MODIFIER,9.0
chr4:32626349-32626351,MODIFIER,11.0
chr5:64780089-64780091,MODIFIER,13.0
chr14:26651444-26651446,MODIFIER,16.0
chr1:3359092-3359094,MODIFIER,8.0
chr3:119238563-119238565,MODIFIER,5.0
chr5:44717971-44717973,MODIFIER,10.0
chr11:55825095-55825097,MODIFIER,3.0
chr9:136085224-136085226,MODIFIER,4.0
chr8:139883643-139883645,MODIFIER,12.0
chr4:40324082-40324084,MODIFIER,15.0
chr11:116448899-116448901,MODIFIER,16.0
chr2:774113-774115,MODIFIER,3.0
chr1:11492676-11492678,MODIFIER,5.0
chr16:10796046-10796048,MODIFIER,2.0
chr5:127313409-127313411,MODIFIER,3.0
chrX:113955728-113955730,MODIFIER,1.0
chr3:75509296-75509298,MODIFIER,4.0
chr2:229388873-229388875,MODIFIER,5.0
chr7:7436667-7436669,MODIFIER,15.0
chr16:73403197-73403199,MODIFIER,16.0
chr10:2078545-2078547,MODIFIER,9.0
chr7:92991834-92991836,MODIFIER,13.0
chr6:76104011-76104013,MODIFIER,15.0
chr18:6098627-6098629,MODIFIER,16.0
chr2:193288300-193288302,MODIFIER,12.0
chr3:196928876-196928878,MODIFIER,5.0
chr5:102855622-102855624,MODIFIER,16.0
chr2:25770651-25770653,MODIFIER,5.0
chr3:56333941-56333943,MODIFIER,15.0
chr11:50349147-50349149,MODIFIER,2.0
chr4:103713145-103713147,MODIFIER,11.0
chr12:30752991-30752993,MODIFIER,16.0
chr6:36775948-36775950,MODIFIER,4.0
chr7:49136715-49136717,MODIFIER,4.0
chr6:130591323-130591325,MODIFIER,5.0
chr7:137570731-137570733,MODIFIER,10.0
chr9:40748773-40748775,MODIFIER,5.0
chr18:63290891-63290893,MODIFIER,11.0
chr22:49825056-49825058,MODIFIER,4.0
chr3:118100211-118100213,MODIFIER,6.0
chr13:42090655-42090657,MODIFIER,9.0
chr2:219590306-219590308,MODIFIER,5.0
chr2:181390224-181390226,MODIFIER,5.0
chr1:177261060-177261062,MODIFIER,15.0
chr3:109431443-109431445,MODIFIER,15.0
chr14:32100076-32100078,MODIFIER,4.0
chr20:13223955-13223957,MODIFIER,10.0
chr5:92200277-92200279,MODIFIER,16.0
chr2:17434017-17434019,MODIFIER,5.0
chr5:44292257-44292259,MODIFIER,13.0
chr3:169110018-169110020,MODIFIER,16.0
chr8:72125666-72125668,MODIFIER,12.0
chr13:32444060-32444062,MODIFIER,11.0
chr3:145154564-145154566,MODIFIER,5.0
chr10:38526111-38526113,MODIFIER,5.0
chr2:177146588-177146590,MODIFIER,8.0
chr11:17784595-17784597,MODIFIER,14.0
chr2:214612393-214612395,MODIFIER,5.0
chr10:109326208-109326210,MODIFIER,5.0
chr15:69322558-69322560,MODIFIER,11.0
chr11:67788301-67788303,MODIFIER,7.0
chr10:111910305-111910307,MODIFIER,13.0
chrX:102609951-102609953,MODIFIER,8.0
chr2:21118011-21118013,MODIFIER,16.0
chr7:61093628-61093630,MODIFIER,1.0
chr15:45987569-45987571,MODIFIER,14.0
chr14:105485262-105485264,MODIFIER,5.0
chr10:66807645-66807647,MODIFIER,11.0
chr3:187402387-187402389,MODIFIER,10.0
chr1:233861882-233861884,MODIFIER,5.0
chr12:98172281-98172283,MODIFIER,13.0
chr4:4473166-4473168,MODIFIER,14.0
chr14:59284020-59284022,MODIFIER,5.0
chr21:28911770-28911772,MODIFIER,5.0
chr14:61333491-61333493,MODIFIER,12.0
chr8:119481077-119481079,MODIFIER,15.0
chr11:99744752-99744754,MODIFIER,5.0
chr10:133743806-133743808,MODIFIER,4.0
chr8:144090257-144090259,MODIFIER,5.0
chr7:34096449-34096451,MODIFIER,5.0
chr5:49452640-49452642,MODIFIER,1.0
chr5:156417784-156417786,MODIFIER,5.0
chr12:94682916-94682918,MODIFIER,15.0
chr2:209617638-209617640,MODIFIER,13.0
chr2:117892432-117892434,MODIFIER,3.0
chr16:47090046-47090048,MODIFIER,9.0
chr11:51208117-51208119,MODIFIER,1.0
chr7:132142842-132142844,MODIFIER,15.0
chr4:154880742-154880744,MODIFIER,10.0
chr8:114088706-114088708,MODIFIER,11.0
chr17:65224594-65224596,MODIFIER,5.0
chr12:28445223-28445225,MODIFIER,5.0
chr1:23875245-23875247,MODIFIER,16.0
chr4:16052716-16052718,MODIFIER,12.0
chr5:24893137-24893139,MODIFIER,5.0
chr6:99227694-99227696,MODIFIER,12.0
chr15:40517006-40517008,MODIFIER,11.0
chr15:81283854-81283856,MODIFIER,16.0
chr7:37806223-37806225,MODIFIER,5.0
chr4:130133986-130133988,MODIFIER,11.0
chr8:103772182-103772184,MODIFIER,4.0
chr14:47605127-47605129,MODIFIER,5.0
chr7:65319159-65319161,MODIFIER,5.0
chr9:139130681-139130683,MODIFIER,11.0
chr4:76446365-76446367,MODIFIER,13.0
chr19:57846858-57846860,MODIFIER,5.0
chr6:38263345-38263347,MODIFIER,10.0
chrX:14274438-14274440,MODIFIER,16.0
chr20:54217326-54217328,MODIFIER,12.0
chr2:102648266-102648268,MODIFIER,4.0
chr3:54785318-54785320,MODIFIER,16.0
chr6:72295499-72295501,MODIFIER,16.0
chr21:35595073-35595075,MODIFIER,11.0
chr12:47005151-47005153,MODIFIER,5.0
chr4:768283-768285,MODIFIER,4.0
chr12:49716922-49716924,MODIFIER,15.0
chr3:154912316-154912318,MODIFIER,10.0
chr5:135068420-135068422,MODIFIER,1.0
chr17:36764922-36764924,MODIFIER,12.0
chr7:97717179-97717181,MODIFIER,15.0
chr11:98426265-98426267,MODIFIER,12.0
chr7:110936617-110936619,MODIFIER,11.0
chr12:106726965-106726967,MODIFIER,5.0
chr2:81016484-81016486,MODIFIER,11.0
chr9:8804912-8804914,MODIFIER,16.0
chr4:2621556-2621558,MODIFIER,5.0
chr6:160022118-160022120,MODIFIER,9.0
chr8:50654134-50654136,MODIFIER,5.0
chr1:147736387-147736389,MODIFIER,3.0
chr12:19098057-19098059,MODIFIER,4.0
chr9:610294-610296,MODIFIER,15.0
chr10:64262906-64262908,MODIFIER,12.0
chrX:81943148-81943150,MODIFIER,5.0
chr15:39744224-39744226,MODIFIER,16.0
chr7:97954117-97954119,MODIFIER,14.0
chr13:86213131-86213133,MODIFIER,5.0
chr4:112553410-112553412,MODIFIER,16.0
chr6:5514400-5514402,MODIFIER,15.0
chr5:13136320-13136322,MODIFIER,4.0
chr2:201327465-201327467,MODIFIER,5.0
chr7:17801574-17801576,MODIFIER,5.0
chr3:25024237-25024239,MODIFIER,13.0
chr1:229236814-229236816,MODIFIER,10.0
chr12:3596812-3596814,MODIFIER,15.0
chr7:43713808-43713810,MODIFIER,11.0
chrX:104208539-104208541,MODIFIER,15.0
chr15:95213448-95213450,MODIFIER,12.0
chr15:22544254-22544256,MODIFIER,11.0
chr5:85616635-85616637,MODIFIER,10.0
chr10:88383280-88383282,MODIFIER,2.0
chr20:46424019-46424021,MODIFIER,14.0
chr5:37760284-37760286,MODIFIER,2.0
chr14:75051673-75051675,MODIFIER,16.0
chr10:12014352-12014354,MODIFIER,15.0
chr4:147518550-147518552,MODIFIER,4.0
chr17:63900103-63900105,MODIFIER,4.0
chr13:108802526-108802528,MODIFIER,9.0
chr3:147529330-147529332,MODIFIER,11.0
chr3:117705963-117705965,MODIFIER,16.0
chr9:19183787-19183789,MODIFIER,5.0
chr11:36644829-36644831,MODIFIER,14.0
chr6:98536351-98536353,MODIFIER,2.0
chr12:39378520-39378522,MODIFIER,5.0
chr7:69076185-69076187,MODIFIER,16.0
chr2:189277268-189277270,MODIFIER,5.0
chr11:31406627-31406629,MODIFIER,4.0
chr22:39149239-39149241,MODIFIER,4.0
chr4:40880379-40880381,MODIFIER,4.0
chr7:50637703-50637705,MODIFIER,4.0
chr4:46177324-46177326,MODIFIER,9.0
chr16:6960039-6960041,MODIFIER,13.0
chr3:158926832-158926834,MODIFIER,4.0
chr3:62854618-62854620,MODIFIER,13.0
chr10:115371108-115371110,MODIFIER,15.0
chr11:119396752-119396754,MODIFIER,12.0
chrX:796363-796365,MODIFIER,4.0
chr2:199476016-199476018,MODIFIER,12.0
chr10:96843523-96843525,MODIFIER,2.0
chr18:36842880-36842882,MODIFIER,5.0
chr13:52944718-52944720,MODIFIER,5.0
chr5:157990545-157990547,MODIFIER,5.0
chr3:49918475-49918477,MODIFIER,16.0
chr8:111091838-111091840,MODIFIER,4.0
chr5:26237753-26237755,MODIFIER,5.0
chr1:221325409-221325411,MODIFIER,8.0
chr7:127381853-127381855,MODIFIER,16.0
chr8:4504411-4504413,MODIFIER,11.0
chr4:177041541-177041543,MODIFIER,12.0
chr20:2417212-2417214,MODIFIER,13.0
chr5:165851321-165851323,MODIFIER,16.0
chr5:163431058-163431060,MODIFIER,15.0
chr2:124151991-124151993,MODIFIER,4.0
chr12:67179859-67179861,MODIFIER,5.0
chr1:51172596-51172598,MODIFIER,5.0
chr1:104369992-104369994,MODIFIER,10.0
chr20:60359445-60359447,MODIFIER,1.0
chr22:34421541-34421543,MODIFIER,5.0
chr7:39029956-39029958,MODIFIER,12.0
chr7:52975249-52975251,MODIFIER,4.0
chr13:41316575-41316577,MODIFIER,5.0
chr10:15786456-15786458,MODIFIER,14.0
chr2:28505879-28505881,MODIFIER,11.0
chr3:46735194-46735196,MODIFIER,7.0
chr10:50792742-50792744,MODIFIER,5.0
chr10:88544086-88544088,MODIFIER,10.0
chr9:121006085-121006087,MODIFIER,5.0
chr1:215269744-215269746,MODIFIER,5.0
chr3:145544704-145544706,MODIFIER,4.0
chr1:25356533-25356535,MODIFIER,15.0
chr4:175216625-175216627,MODIFIER,1.0
chr5:144684436-144684438,MODIFIER,5.0
chr1:224025633-224025635,MODIFIER,5.0
chr5:152370179-152370181,MODIFIER,15.0
chr3:41541254-41541256,MODIFIER,10.0
chr4:11603476-11603478,MODIFIER,14.0
chr1:81806249-81806251,MODIFIER,16.0
chr16:46931383-46931385,MODIFIER,16.0
chr15:95891310-95891312,MODIFIER,9.0
chr2:72384326-72384328,MODIFIER,12.0
chr1:247303891-247303893,MODIFIER,5.0
chr5:12945761-12945763,MODIFIER,5.0
chr5:174040630-174040632,MODIFIER,10.0
chr5:49630821-49630823,MODIFIER,4.0
chrX:56851952-56851954,MODIFIER,3.0
chr10:72121476-72121478,MODIFIER,13.0
chrX:32862091-32862093,MODIFIER,15.0
chr4:138228635-138228637,MODIFIER,16.0
chr2:81920515-81920517,MODIFIER,12.0
chr2:176316986-176316988,MODIFIER,5.0
chr5:43319328-43319330,MODIFIER,5.0
chr2:217966999-217967001,MODIFIER,4.0
chr11:98193394-98193396,MODIFIER,13.0
chr14:80673475-80673477,MODIFIER,16.0
chr4:52687057-52687059,MODIFIER,5.0
chr20:37251924-37251926,MODIFIER,5.0
chr1:191880076-191880078,MODIFIER,5.0
chr4:106743022-106743024,MODIFIER,11.0
chr6:142776841-142776843,MODIFIER,5.0
chrX:145761536-145761538,MODIFIER,4.0
chr12:113456293-113456295,MODIFIER,3.0
chr9:8815664-8815666,MODIFIER,15.0
chrX:127216456-127216458,MODIFIER,4.0
chr20:47635716-47635718,MODIFIER,16.0
chr2:113742733-113742735,MODIFIER,14.0
chr5:123015814-123015816,MODIFIER,2.0
chr5:95369065-95369067,MODIFIER,4.0
chr8:30254161-30254163,MODIFIER,13.0
chr3:20540072-20540074,MODIFIER,5.0
chr2:230046840-230046842,MODIFIER,10.0
chr4:172681397-172681399,MODIFIER,5.0
chr4:28052400-28052402,MODIFIER,5.0
chr7:70782923-70782925,MODIFIER,4.0
chr20:56469788-56469790,MODIFIER,5.0
chr5:126212522-126212524,MODIFIER,4.0
chr14:59996602-59996604,MODIFIER,15.0
chr1:6231849-6231851,MODIFIER,15.0
chr4:134023242-134023244,MODIFIER,8.0
chr2:121385269-121385271,MODIFIER,12.0
chr1:48864440-48864442,MODIFIER,14.0
chr5:149394835-149394837,MODIFIER,12.0
chr5:66498431-66498433,MODIFIER,15.0
chr9:8967953-8967955,MODIFIER,4.0
chr19:42420916-42420918,MODIFIER,1.0
chrX:102975332-102975334,MODIFIER,13.0
chr6:91741910-91741912,MODIFIER,16.0
chr12:83844056-83844058,MODIFIER,1.0
chr18:32542892-32542894,MODIFIER,11.0
chr2:42384986-42384988,MODIFIER,10.0
chr21:44774028-44774030,MODIFIER,5.0
chrX:84581423-84581425,MODIFIER,5.0
chr15:32587293-32587295,MODIFIER,2.0
chr16:86001856-86001858,MODIFIER,5.0
chr12:68988159-68988161,MODIFIER,5.0
chr19:24428583-24428585,MODIFIER,2.0
chr1:108707098-108707100,MODIFIER,2.0
chr1:174668328-174668330,MODIFIER,5.0
chr1:151481571-151481573,MODIFIER,14.0
chr12:83382208-83382210,MODIFIER,11.0
chr4:39106674-39106676,MODIFIER,5.0
chr6:92247566-92247568,MODIFIER,7.0
chr6:163834787-163834789,MODIFIER,14.0
chr10:111276517-111276519,MODIFIER,9.0
chr13:59637338-59637340,MODIFIER,16.0
chr5:70966320-70966322,MODIFIER,10.0
chr3:44281350-44281352,MODIFIER,4.0
chr10:119128322-119128324,MODIFIER,14.0
chr4:150314031-150314033,MODIFIER,13.0
chr11:123341014-123341016,MODIFIER,11.0
chr7:79041539-79041541,MODIFIER,12.0
chr2:10208240-10208242,MODIFIER,4.0
chr3:196366588-196366590,MODIFIER,15.0
chrX:87075969-87075971,MODIFIER,5.0
chr15:49257995-49257997,MODIFIER,11.0
chr1:2845607-2845609,MODIFIER,11.0
chr7:51156368-51156370,MODIFIER,5.0
chr2:190021855-190021857,MODIFIER,12.0
chr2:126563271-126563273,MODIFIER,10.0
chr9:84208253-84208255,MODIFIER,13.0
chr7:112373628-112373630,MODIFIER,2.0
chr4:70071869-70071871,MODIFIER,5.0
chr15:40676689-40676691,MODIFIER,14.0
