hg19_pos,IMPACT,COUNT
chrX:51234889-51234891,MODIFIER,16.0
chr7:108215397-108215399,MODIFIER,14.0
chr18:57040396-57040398,MODIFIER,5.0
chr6:106644937-106644939,MODIFIER,11.0
chr7:62454427-62454429,MODIFIER,3.0
chr15:20743007-20743009,MODIFIER,16.0
chr11:79943738-79943740,MODIFIER,5.0
chr20:19648667-19648669,MODIFIER,11.0
chr19:48864556-48864558,MODIFIER,5.0
chr3:109545988-109545990,MODIFIER,5.0
chr18:42793735-42793737,MODIFIER,15.0
chr4:87904153-87904155,MODIFIER,5.0
chr13:104988623-104988625,MODIFIER,13.0
chr1:6475060-6475062,MODIFIER,6.0
chrX:84197733-84197735,MODIFIER,4.0
chr17:51732298-51732300,MODIFIER,5.0
chr8:136932516-136932518,MODIFIER,16.0
chr15:66947715-66947717,MODIFIER,12.0
chr22:48492690-48492692,MODIFIER,7.0
chr9:75183373-75183375,MODIFIER,12.0
chr1:188779869-188779871,MODIFIER,5.0
chr3:8616751-8616753,MODIFIER,16.0
chr7:81477681-81477683,MODIFIER,9.0
chr6:169606967-169606969,MODIFIER,5.0
chr14:19012270-19012272,MODIFIER,1.0
chr7:76166726-76166728,MODIFIER,2.0
chr15:47811597-47811599,MODIFIER,5.0
chr5:34897513-34897515,MODIFIER,5.0
chr2:166347616-166347618,MODIFIER,1.0
chr2:153474935-153474937,MODIFIER,16.0
chr3:26542762-26542764,MODIFIER,6.0
chr8:93959185-93959187,MODIFIER,2.0
chrX:112160613-112160615,MODIFIER,4.0
chr6:67757350-67757352,MODIFIER,5.0
chr18:76942236-76942238,MODIFIER,8.0
chr10:75951965-75951967,MODIFIER,10.0
chr1:42312472-42312474,MODIFIER,15.0
chr15:44586802-44586804,MODIFIER,2.0
chr12:104775086-104775088,MODIFIER,5.0
chr7:95776371-95776373,MODIFIER,14.0
chr8:36956264-36956266,MODIFIER,12.0
chr10:4998345-4998347,MODIFIER,5.0
chr2:34858632-34858634,MODIFIER,9.0
chr19:6579445-6579447,MODIFIER,5.0
chrX:61760221-61760223,MODIFIER,1.0
chr15:29251317-29251319,MODIFIER,4.0
chr5:178107026-178107028,MODIFIER,2.0
chr4:130281282-130281284,MODIFIER,16.0
chr22:19588252-19588254,MODIFIER,5.0
chr7:148394594-148394596,MODIFIER,12.0
chr17:42067236-42067238,MODIFIER,6.0
chr20:44970882-44970884,MODIFIER,14.0
chr6:116502556-116502558,MODIFIER,10.0
chr14:44832684-44832686,MODIFIER,16.0
chr5:150918239-150918241,MODIFIER,5.0
chr13:20654495-20654497,MODIFIER,7.0
chr1:166628897-166628899,MODIFIER,5.0
chr3:189525758-189525760,MODIFIER,16.0
chr7:86947453-86947455,MODIFIER,5.0
chr2:222049113-222049115,MODIFIER,15.0
chr10:83053138-83053140,MODIFIER,5.0
chr19:21126351-21126353,MODIFIER,4.0
chr16:76302597-76302599,MODIFIER,5.0
chr16:74330449-74330451,MODIFIER,14.0
chr14:66117583-66117585,MODIFIER,12.0
chr19:36977441-36977443,MODIFIER,5.0
chr5:86355028-86355030,MODIFIER,3.0
chr15:37205972-37205974,MODIFIER,15.0
chr9:97856103-97856105,MODIFIER,10.0
chr7:77810727-77810729,MODIFIER,12.0
chr5:9515020-9515022,MODIFIER,14.0
chr15:85667136-85667138,MODIFIER,14.0
chr6:84897437-84897439,MODIFIER,10.0
chr11:118049775-118049777,MODIFIER,2.0
chrX:144544657-144544659,MODIFIER,3.0
chr13:91974029-91974031,MODIFIER,2.0
chr9:109304110-109304112,MODIFIER,4.0
chr2:241533040-241533042,MODIFIER,13.0
chr10:85646006-85646008,MODIFIER,16.0
chr15:93139101-93139103,MODIFIER,16.0
chr5:180362205-180362207,MODIFIER,5.0
chr13:52482706-52482708,MODIFIER,16.0
chr3:11746168-11746170,MODIFIER,16.0
chr14:28936432-28936434,MODIFIER,5.0
chr11:17645876-17645878,MODIFIER,5.0
chr2:127120695-127120697,MODIFIER,12.0
chr2:76225846-76225848,MODIFIER,6.0
chr5:126207749-126207751,MODIFIER,15.0
chr6:150048663-150048665,MODIFIER,9.0
chr5:103456687-103456689,MODIFIER,12.0
chr10:28842951-28842953,MODIFIER,5.0
chr9:31064652-31064654,MODIFIER,5.0
chr4:45035088-45035090,MODIFIER,15.0
chr6:9603827-9603829,MODIFIER,16.0
chr10:1347811-1347813,MODIFIER,2.0
chr2:28560074-28560076,MODIFIER,16.0
chr7:5848167-5848169,MODIFIER,7.0
chr4:172512124-172512126,MODIFIER,5.0
chr21:10095292-10095294,MODIFIER,13.0
chr13:45755343-45755345,MODIFIER,7.0
chr1:2473988-2473990,MODIFIER,5.0
chr1:222402116-222402118,MODIFIER,12.0
chr12:89495648-89495650,MODIFIER,14.0
chr12:3031027-3031029,MODIFIER,5.0
chr7:3170339-3170341,MODIFIER,5.0
chr6:79682542-79682544,MODIFIER,2.0
chr6:2418021-2418023,MODIFIER,1.0
chr5:177522548-177522550,MODIFIER,4.0
chr5:158416535-158416537,MODIFIER,15.0
chr20:46936306-46936308,MODIFIER,9.0
chr17:65818985-65818987,MODIFIER,5.0
chr4:143256428-143256430,MODIFIER,4.0
chr14:69390501-69390503,MODIFIER,11.0
chr13:55706858-55706860,MODIFIER,5.0
chr1:227348758-227348760,MODIFIER,12.0
chr1:242766703-242766705,MODIFIER,16.0
chr11:126326969-126326971,MODIFIER,11.0
chr18:52657221-52657223,MODIFIER,4.0
chr1:231271317-231271319,MODIFIER,3.0
chrX:26772573-26772575,MODIFIER,5.0
chr2:220000669-220000671,MODIFIER,12.0
chr10:57709734-57709736,MODIFIER,11.0
chr20:8904020-8904022,MODIFIER,4.0
chr6:12298181-12298183,MODIFIER,15.0
chr2:131855232-131855234,MODIFIER,3.0
chr7:114709064-114709066,MODIFIER,14.0
chr8:101729403-101729405,MODIFIER,5.0
chr16:13064272-13064274,MODIFIER,1.0
chr1:33920213-33920215,MODIFIER,7.0
chr2:119472922-119472924,MODIFIER,11.0
chr10:34842459-34842461,MODIFIER,15.0
chr6:63026556-63026558,MODIFIER,4.0
chr4:14703605-14703607,MODIFIER,16.0
chr1:240101611-240101613,MODIFIER,3.0
chr5:151901458-151901460,MODIFIER,12.0
chr20:544694-544696,MODIFIER,11.0
chr20:21875465-21875467,MODIFIER,12.0
chr7:114946050-114946052,MODIFIER,15.0
chr12:23760165-23760167,MODIFIER,12.0
chr2:242784232-242784234,MODIFIER,5.0
chr5:31847538-31847540,MODIFIER,5.0
chr6:167235843-167235845,MODIFIER,4.0
chr4:20172215-20172217,MODIFIER,16.0
chr7:32306338-32306340,MODIFIER,8.0
chr7:111081797-111081799,MODIFIER,5.0
chr2:74507799-74507801,MODIFIER,15.0
chr5:27556041-27556043,MODIFIER,11.0
chr20:6818701-6818703,MODIFIER,16.0
chr1:245842918-245842920,MODIFIER,5.0
chr17:61755291-61755293,MODIFIER,10.0
chr8:40008166-40008168,MODIFIER,11.0
chr10:20148484-20148486,MODIFIER,12.0
chr3:34451542-34451544,MODIFIER,15.0
chr16:21478369-21478371,MODIFIER,16.0
chr11:65568818-65568820,MODIFIER,14.0
chr9:118867009-118867011,MODIFIER,9.0
chr8:17363054-17363056,MODIFIER,16.0
chr3:118451109-118451111,MODIFIER,16.0
chr7:25991453-25991455,MODIFIER,16.0
chr9:5735684-5735686,MODIFIER,9.0
chr16:55157206-55157208,MODIFIER,5.0
chr9:72090871-72090873,MODIFIER,14.0
chr19:35182116-35182118,MODIFIER,4.0
chrX:95411750-95411752,MODIFIER,5.0
chr9:11458556-11458558,MODIFIER,16.0
chr4:168658004-168658006,MODIFIER,5.0
chr5:115616830-115616832,MODIFIER,16.0
chr11:12818432-12818434,MODIFIER,4.0
chr5:2320634-2320636,MODIFIER,11.0
chr15:91162479-91162481,MODIFIER,5.0
chr5:74958480-74958482,MODIFIER,2.0
chr2:181682568-181682570,MODIFIER,4.0
chr8:113859268-113859270,MODIFIER,12.0
chr9:112725376-112725378,MODIFIER,12.0
chr11:107355969-107355971,MODIFIER,7.0
chr15:92146245-92146247,MODIFIER,12.0
chr15:94980476-94980478,MODIFIER,12.0
chr16:81929037-81929039,MODIFIER,5.0
chr4:71393591-71393593,MODIFIER,14.0
chr9:4908895-4908897,MODIFIER,15.0
chr20:44367470-44367472,MODIFIER,4.0
chr12:5223614-5223616,MODIFIER,16.0
chr8:126995239-126995241,MODIFIER,5.0
chr9:85060900-85060902,MODIFIER,11.0
chr4:120815274-120815276,MODIFIER,5.0
chr10:14719415-14719417,MODIFIER,4.0
chr8:50213022-50213024,MODIFIER,5.0
chr1:227069343-227069345,MODIFIER,16.0
chr21:22863662-22863664,MODIFIER,8.0
chr8:28720978-28720980,MODIFIER,5.0
chr9:32898448-32898450,MODIFIER,16.0
chr13:93406290-93406292,MODIFIER,2.0
chr4:133541776-133541778,MODIFIER,4.0
chr5:24324314-24324316,MODIFIER,14.0
chr2:191413773-191413775,MODIFIER,12.0
chr20:23572339-23572341,MODIFIER,1.0
chr18:42422906-42422908,MODIFIER,16.0
chr17:28022097-28022099,MODIFIER,10.0
chr7:140746644-140746646,MODIFIER,11.0
chr4:32980084-32980086,MODIFIER,16.0
chr11:5192718-5192720,MODIFIER,3.0
chr12:73449430-73449432,MODIFIER,15.0
chr13:34499441-34499443,MODIFIER,2.0
chr8:87997990-87997992,MODIFIER,5.0
chr8:84028853-84028855,MODIFIER,2.0
chr19:11148813-11148815,MODIFIER,14.0
chr14:47015389-47015391,MODIFIER,1.0
chr7:67462682-67462684,MODIFIER,3.0
chr3:93857600-93857602,MODIFIER,16.0
chr15:27634217-27634219,MODIFIER,12.0
chr1:115340452-115340454,MODIFIER,5.0
chr6:67490795-67490797,MODIFIER,5.0
chr18:39141817-39141819,MODIFIER,14.0
chr5:118983271-118983273,MODIFIER,13.0
chr13:91953119-91953121,MODIFIER,9.0
chr11:128642532-128642534,MODIFIER,16.0
chr3:64931511-64931513,MODIFIER,16.0
chr11:82257012-82257014,MODIFIER,16.0
chr20:2381104-2381106,MODIFIER,14.0
chr4:189964729-189964731,MODIFIER,16.0
chr5:29541475-29541477,MODIFIER,2.0
chr8:96698589-96698591,MODIFIER,12.0
chr5:83990617-83990619,MODIFIER,4.0
chr2:232956413-232956415,MODIFIER,5.0
chr9:36942407-36942409,MODIFIER,13.0
chr1:14655356-14655358,MODIFIER,12.0
chr3:179557952-179557954,MODIFIER,3.0
chr19:22879753-22879755,MODIFIER,4.0
chr4:62233443-62233445,MODIFIER,3.0
chr8:74720506-74720508,MODIFIER,4.0
chr12:53969104-53969106,MODIFIER,4.0
chr8:55324224-55324226,MODIFIER,15.0
chr17:9504778-9504780,MODIFIER,15.0
chr10:30931748-30931750,MODIFIER,15.0
chr7:106278602-106278604,MODIFIER,10.0
chr9:99477305-99477307,MODIFIER,4.0
chr16:26848655-26848657,MODIFIER,8.0
chr5:119768376-119768378,MODIFIER,5.0
chr4:12054562-12054564,MODIFIER,6.0
chr1:181854366-181854368,MODIFIER,4.0
chr1:224302396-224302398,MODIFIER,13.0
chr11:58490678-58490680,MODIFIER,13.0
chr17:8189659-8189661,MODIFIER,5.0
chr3:46110411-46110413,MODIFIER,5.0
chr22:40225979-40225981,MODIFIER,5.0
chrX:93136758-93136760,MODIFIER,3.0
chr9:36374253-36374255,MODIFIER,14.0
chr10:32206096-32206098,MODIFIER,3.0
chr3:15416659-15416661,MODIFIER,4.0
chr13:20840857-20840859,MODIFIER,7.0
chr9:111504950-111504952,MODIFIER,12.0
chr1:18128918-18128920,MODIFIER,11.0
chr17:18514458-18514460,MODIFIER,4.0
chr20:55650483-55650485,MODIFIER,8.0
chr14:85134450-85134452,MODIFIER,5.0
chr14:82705764-82705766,MODIFIER,15.0
chr14:87042819-87042821,MODIFIER,14.0
chr7:29422375-29422377,MODIFIER,11.0
chr8:4671811-4671813,MODIFIER,5.0
chr2:241656137-241656139,MODIFIER,11.0
chr1:170891955-170891957,MODIFIER,5.0
chr2:23166138-23166140,MODIFIER,15.0
chr21:30262341-30262343,MODIFIER,4.0
chr20:44364950-44364952,MODIFIER,4.0
chr7:157241740-157241742,MODIFIER,3.0
chr3:52384279-52384281,MODIFIER,15.0
chr11:65218029-65218031,MODIFIER,1.0
chr15:24139312-24139314,MODIFIER,5.0
chr2:130140364-130140366,MODIFIER,5.0
chr11:41329996-41329998,MODIFIER,13.0
chr6:20683803-20683805,MODIFIER,5.0
chr7:66136190-66136192,MODIFIER,5.0
chr9:139719015-139719017,MODIFIER,5.0
chr20:22708768-22708770,MODIFIER,6.0
chr6:121741643-121741645,MODIFIER,5.0
chr10:62946680-62946682,MODIFIER,5.0
chr3:126143297-126143299,MODIFIER,5.0
chr7:6653479-6653481,MODIFIER,15.0
chr5:78134766-78134768,MODIFIER,11.0
chr19:43345411-43345413,MODIFIER,5.0
chr2:57651061-57651063,MODIFIER,2.0
chr7:115922990-115922992,MODIFIER,11.0
chr13:100971435-100971437,MODIFIER,4.0
chr1:201526123-201526125,MODIFIER,12.0
chr13:73552321-73552323,MODIFIER,11.0
chr15:75088455-75088457,MODIFIER,4.0
chr11:31012895-31012897,MODIFIER,13.0
chr12:65449058-65449060,MODIFIER,16.0
chr14:93495710-93495712,MODIFIER,5.0
chr5:34748644-34748646,MODIFIER,14.0
chr7:151209210-151209212,MODIFIER,13.0
chr1:186247980-186247982,MODIFIER,15.0
chr2:239355306-239355308,MODIFIER,16.0
chr12:47226769-47226771,MODIFIER,15.0
chr3:39613038-39613040,MODIFIER,2.0
chr22:33535068-33535070,MODIFIER,4.0
chr11:44323496-44323498,MODIFIER,12.0
chr2:229350965-229350967,MODIFIER,10.0
chr6:115406983-115406985,MODIFIER,2.0
chr13:55346306-55346308,MODIFIER,5.0
chr8:130778968-130778970,MODIFIER,10.0
chr18:67702326-67702328,MODIFIER,5.0
chr6:28565113-28565115,MODIFIER,5.0
chr3:150529006-150529008,MODIFIER,5.0
chr5:100535348-100535350,MODIFIER,10.0
chr14:41957538-41957540,MODIFIER,1.0
chr10:102411060-102411062,MODIFIER,4.0
chr1:4970149-4970151,MODIFIER,13.0
chr2:37606652-37606654,MODIFIER,5.0
chr4:149158257-149158259,MODIFIER,14.0
chr1:110812334-110812336,MODIFIER,5.0
chr6:23406869-23406871,MODIFIER,4.0
chr1:222341893-222341895,MODIFIER,5.0
chr3:99169853-99169855,MODIFIER,4.0
chr5:170422927-170422929,MODIFIER,5.0
chr3:184172082-184172084,MODIFIER,4.0
chr2:202763020-202763022,MODIFIER,4.0
chr2:101132706-101132708,MODIFIER,4.0
chr1:6296418-6296420,MODIFIER,4.0
chr3:146856132-146856134,MODIFIER,5.0
chr1:243968337-243968339,MODIFIER,10.0
chr4:78934192-78934194,MODIFIER,12.0
chr3:51488049-51488051,MODIFIER,11.0
chr12:102533684-102533686,MODIFIER,4.0
chr13:58871082-58871084,MODIFIER,15.0
chr9:45096337-45096339,MODIFIER,5.0
chr2:48990751-48990753,MODIFIER,4.0
chr6:56954532-56954534,MODIFIER,4.0
chr13:67076054-67076056,MODIFIER,15.0
chr6:102954909-102954911,MODIFIER,5.0
chr6:3840351-3840353,MODIFIER,5.0
chr3:152631336-152631338,MODIFIER,15.0
chr11:114510521-114510523,MODIFIER,2.0
chr2:227555432-227555434,MODIFIER,16.0
chr7:121908793-121908795,MODIFIER,4.0
chr12:93962285-93962287,MODIFIER,4.0
chr4:63839513-63839515,MODIFIER,4.0
chr8:61806046-61806048,MODIFIER,5.0
chr3:38580664-38580666,MODIFIER,12.0
chr4:27052419-27052421,MODIFIER,16.0
chr5:124105494-124105496,MODIFIER,15.0
chr2:156847085-156847087,MODIFIER,5.0
chr4:15120595-15120597,MODIFIER,7.0
chr15:47657829-47657831,MODIFIER,5.0
chr4:24244129-24244131,MODIFIER,16.0
chrX:33502223-33502225,MODIFIER,5.0
chr1:116430150-116430152,MODIFIER,13.0
chr20:49315185-49315187,MODIFIER,5.0
chr4:147734730-147734732,MODIFIER,15.0
chr5:84954275-84954277,MODIFIER,2.0
chrX:24487032-24487034,MODIFIER,15.0
chr5:169359133-169359135,MODIFIER,15.0
chr18:65624517-65624519,MODIFIER,5.0
chr13:22457546-22457548,MODIFIER,16.0
chr3:61333976-61333978,MODIFIER,12.0
chr8:66123502-66123504,MODIFIER,16.0
chr8:28977544-28977546,MODIFIER,15.0
chr1:99258529-99258531,MODIFIER,16.0
chr7:125071620-125071622,MODIFIER,15.0
chr13:101258901-101258903,MODIFIER,14.0
chr8:101566501-101566503,MODIFIER,5.0
chr3:26439278-26439280,MODIFIER,7.0
chr7:104197395-104197397,MODIFIER,5.0
chr1:36206958-36206960,MODIFIER,5.0
chr11:85494266-85494268,MODIFIER,5.0
chr19:39655265-39655267,MODIFIER,10.0
chr4:78041412-78041414,MODIFIER,12.0
chr8:47610758-47610760,MODIFIER,15.0
chr16:22256809-22256811,MODIFIER,14.0
chr7:56865863-56865865,MODIFIER,5.0
chr1:62391094-62391096,MODIFIER,14.0
chrX:75263188-75263190,MODIFIER,4.0
chr11:127871045-127871047,MODIFIER,5.0
chr5:45649846-45649848,MODIFIER,13.0
chr4:36328489-36328491,MODIFIER,14.0
chr4:49568157-49568159,MODIFIER,5.0
chr10:86185391-86185393,MODIFIER,16.0
chr9:7367531-7367533,MODIFIER,12.0
chr1:93244356-93244358,MODIFIER,12.0
chr19:5024533-5024535,MODIFIER,10.0
chr7:10839520-10839522,MODIFIER,16.0
chr13:107858963-107858965,MODIFIER,15.0
chr2:151925256-151925258,MODIFIER,15.0
chr12:65905485-65905487,MODIFIER,15.0
chr3:179405901-179405903,MODIFIER,10.0
chr2:210900326-210900328,MODIFIER,5.0
chr13:42272777-42272779,MODIFIER,14.0
chr3:137519990-137519992,MODIFIER,10.0
chr5:4791734-4791736,MODIFIER,3.0
chr1:81268206-81268208,MODIFIER,16.0
chr16:59299475-59299477,MODIFIER,5.0
chr16:50507052-50507054,MODIFIER,11.0
chr13:81040888-81040890,MODIFIER,4.0
chr2:58625668-58625670,MODIFIER,16.0
chr13:97598108-97598110,MODIFIER,5.0
chr9:127006163-127006165,MODIFIER,15.0
chr4:162789389-162789391,MODIFIER,10.0
chr3:51992552-51992554,MODIFIER,15.0
chr13:85909352-85909354,MODIFIER,11.0
chr12:13470945-13470947,MODIFIER,5.0
chr4:14482850-14482852,MODIFIER,2.0
chr3:7068110-7068112,MODIFIER,16.0
chr19:43225837-43225839,MODIFIER,5.0
chr17:59508680-59508682,MODIFIER,5.0
chr21:48080517-48080519,MODIFIER,7.0
chr13:94806778-94806780,MODIFIER,12.0
chr6:159987694-159987696,MODIFIER,15.0
chr4:21672049-21672051,MODIFIER,1.0
chr15:35482418-35482420,MODIFIER,5.0
chr9:136199497-136199499,MODIFIER,16.0
