species	species_loc	hg19_loc_original	hg19_loc	nh/h_ratio
gorGor3	chr3:47346751-47346753	chr3:46154456-46154458	chr3:46154456-46154458	2.0
gorGor3	chr3:100738419-100738421	chr3:101434918-101434920	chr3:101434918-101434920	2.0
gorGor3	chr3:100742619-100742621	chr3:101434918-101434920	chr3:101434918-101434920	2.0
gorGor3	chr3:120100341-120100343	chr9:136154999-136155001	chr3:120214302-120214304	1.0
gorGor3	chr3:120100341-120100343	chr9:136154999-136155001	chr9:136154999-136155001	1.0
gorGor3	chr9:116901347-116901349	chr9:136154999-136155001	chr3:120214302-120214304	1.0
gorGor3	chr9:116901347-116901349	chr9:136154999-136155001	chr9:136154999-136155001	1.0
gorGor3	chr9:116842610-116842612	chr9:136185323-136185325	chr9:136103282-136103284	1.0
gorGor3	chr9:116842610-116842612	chr9:136185323-136185325	chr9:136185323-136185325	1.0
gorGor3	chr9:116842610-116842612	chr9:136185323-136185325	chr9:138414046-138414048	1.0
gorGor3	chr9:116931300-116931302	chr9:136185323-136185325	chr9:136103282-136103284	1.0
gorGor3	chr9:116931300-116931302	chr9:136185323-136185325	chr9:136185323-136185325	1.0
gorGor3	chr9:116931300-116931302	chr9:136185323-136185325	chr9:138414046-138414048	1.0
gorGor3	chr9:119183426-119183428	chr9:136185323-136185325	chr9:136103282-136103284	1.0
gorGor3	chr9:119183426-119183428	chr9:136185323-136185325	chr9:136185323-136185325	1.0
gorGor3	chr9:119183426-119183428	chr9:136185323-136185325	chr9:138414046-138414048	1.0
gorGor3	chr12:112572724-112572725	chr12:113406561-113406563	chr12:113406561-113406562	1.0
gorGor3	chr12:112572726-112572727	chr12:113406561-113406563	chr12:113406562-113406563	1.0
gorGor3	chr17:5286428-5286430	chr17:5072133-5072135	chr17:5072133-5072135	0.6
gorGor3	chr17:5286428-5286430	chr17:5072133-5072135	chr17:16701627-16701629	0.6
gorGor3	chr17:5286428-5286430	chr17:5072133-5072135	chr17:18420713-18420715	0.6
gorGor3	chr17:5286428-5286430	chr17:5072133-5072135	chr17:20330175-20330177	0.6
gorGor3	chr17:5286428-5286430	chr17:5072133-5072135	chr17:58260740-58260742	0.6
gorGor3	chr5:23679909-23679911	chr17:5072133-5072135	chr17:5072133-5072135	0.6
gorGor3	chr5:23679909-23679911	chr17:5072133-5072135	chr17:16701627-16701629	0.6
gorGor3	chr5:23679909-23679911	chr17:5072133-5072135	chr17:18420713-18420715	0.6
gorGor3	chr5:23679909-23679911	chr17:5072133-5072135	chr17:20330175-20330177	0.6
gorGor3	chr5:23679909-23679911	chr17:5072133-5072135	chr17:58260740-58260742	0.6
gorGor3	chr5:62851288-62851290	chr17:5072133-5072135	chr17:5072133-5072135	0.6
gorGor3	chr5:62851288-62851290	chr17:5072133-5072135	chr17:16701627-16701629	0.6
gorGor3	chr5:62851288-62851290	chr17:5072133-5072135	chr17:18420713-18420715	0.6
gorGor3	chr5:62851288-62851290	chr17:5072133-5072135	chr17:20330175-20330177	0.6
gorGor3	chr5:62851288-62851290	chr17:5072133-5072135	chr17:58260740-58260742	0.6
gorGor3	chr5:38570375-38570377	chr17:43572418-43572420	chr17:41284001-41284003	0.5
gorGor3	chr5:38570375-38570377	chr17:43572418-43572420	chr17:43572418-43572420	0.5
gorGor3	chr5:38570375-38570377	chr17:43572418-43572420	chr17:62837585-62837587	0.5
gorGor3	chr5:38570375-38570377	chr17:43572418-43572420	chr17_ctg5_hap1:187486-187488	0.5
gorGor3	chr5:38575902-38575904	chr17:43572418-43572420	chr17:41284001-41284003	0.5
gorGor3	chr5:38575902-38575904	chr17:43572418-43572420	chr17:43572418-43572420	0.5
gorGor3	chr5:38575902-38575904	chr17:43572418-43572420	chr17:62837585-62837587	0.5
gorGor3	chr5:38575902-38575904	chr17:43572418-43572420	chr17_ctg5_hap1:187486-187488	0.5
gorGor3	chr5:38229414-38229416	chr17:43735477-43735479	chr17:43735477-43735479	1.0
gorGor3	chr5:38229414-38229416	chr17:43735477-43735479	chr17_ctg5_hap1:1131839-1131841	1.0
gorGor3	chr5:38409120-38409122	chr17:43735477-43735479	chr17:43735477-43735479	1.0
gorGor3	chr5:38409120-38409122	chr17:43735477-43735479	chr17_ctg5_hap1:1131839-1131841	1.0
gorGor3	chr5:38313577-38313579	chr17:43825911-43825913	chr17:43825911-43825913	1.0
gorGor3	chr5:38313577-38313579	chr17:43825911-43825913	chr17_ctg5_hap1:1041559-1041561	1.0
gorGor3	chr5:38318488-38318490	chr17:43825911-43825913	chr17:43825911-43825913	1.0
gorGor3	chr5:38318488-38318490	chr17:43825911-43825913	chr17_ctg5_hap1:1041559-1041561	1.0
gorGor3	chr5:38099102-38099104	chr17:44011072-44011074	chr17:44011072-44011074	1.0
gorGor3	chr5:38099102-38099104	chr17:44011072-44011074	chr17_ctg5_hap1:856608-856610	1.0
gorGor3	chr5:38127329-38127331	chr17:44011072-44011074	chr17:44011072-44011074	1.0
gorGor3	chr5:38127329-38127331	chr17:44011072-44011074	chr17_ctg5_hap1:856608-856610	1.0
gorGor3	chr5:38097150-38097152	chr17:44013023-44013025	chr17:44013023-44013025	1.0
gorGor3	chr5:38097150-38097152	chr17:44013023-44013025	chr17_ctg5_hap1:854660-854662	1.0
gorGor3	chr5:38125376-38125378	chr17:44013023-44013025	chr17:44013023-44013025	1.0
gorGor3	chr5:38125376-38125378	chr17:44013023-44013025	chr17_ctg5_hap1:854660-854662	1.0
gorGor3	chr5:38104039-38104041	chr17:44031945-44031947	chr17:44031945-44031947	0.5
gorGor3	chr5:38104039-38104041	chr17:44031945-44031947	chr17:44032306-44032308	0.5
gorGor3	chr5:38104039-38104041	chr17:44031945-44031947	chr17_ctg5_hap1:835363-835365	0.5
gorGor3	chr5:38104039-38104041	chr17:44031945-44031947	chr17_ctg5_hap1:835724-835726	0.5
gorGor3	chr5:38104424-38104426	chr17:44031945-44031947	chr17:44031945-44031947	0.5
gorGor3	chr5:38104424-38104426	chr17:44031945-44031947	chr17:44032306-44032308	0.5
gorGor3	chr5:38104424-38104426	chr17:44031945-44031947	chr17_ctg5_hap1:835363-835365	0.5
gorGor3	chr5:38104424-38104426	chr17:44031945-44031947	chr17_ctg5_hap1:835724-835726	0.5
gorGor3	chr5:38095479-38095481	chr17:44036913-44036915	chr17:44014693-44014695	0.5
gorGor3	chr5:38095479-38095481	chr17:44036913-44036915	chr17:44036913-44036915	0.5
gorGor3	chr5:38095479-38095481	chr17:44036913-44036915	chr17_ctg5_hap1:830783-830785	0.5
gorGor3	chr5:38095479-38095481	chr17:44036913-44036915	chr17_ctg5_hap1:852989-852991	0.5
gorGor3	chr5:38123705-38123707	chr17:44036913-44036915	chr17:44014693-44014695	0.5
gorGor3	chr5:38123705-38123707	chr17:44036913-44036915	chr17:44036913-44036915	0.5
gorGor3	chr5:38123705-38123707	chr17:44036913-44036915	chr17_ctg5_hap1:830783-830785	0.5
gorGor3	chr5:38123705-38123707	chr17:44036913-44036915	chr17_ctg5_hap1:852989-852991	0.5
gorGor3	chr6:85088356-85088358	chr17:44095660-44095662	chr17:44095660-44095662	1.0
gorGor3	chr6:85088356-85088358	chr17:44095660-44095662	chr17_ctg5_hap1:772310-772312	1.0
gorGor3	chr6:85096675-85096677	chr17:44095660-44095662	chr17:44095660-44095662	1.0
gorGor3	chr6:85096675-85096677	chr17:44095660-44095662	chr17_ctg5_hap1:772310-772312	1.0
gorGor3	chr5:37048200-37048202	chr17:44166196-44166198	chr17:44166196-44166198	1.0
gorGor3	chr5:37048200-37048202	chr17:44166196-44166198	chr17:45151913-45151915	1.0
gorGor3	chr5:37048200-37048202	chr17:44166196-44166198	chr17_ctg5_hap1:699586-699588	1.0
gorGor3	chr5:37049203-37049205	chr17:44166196-44166198	chr17:44166196-44166198	1.0
gorGor3	chr5:37049203-37049205	chr17:44166196-44166198	chr17:45151913-45151915	1.0
gorGor3	chr5:37049203-37049205	chr17:44166196-44166198	chr17_ctg5_hap1:699586-699588	1.0
gorGor3	chr5:37966067-37966069	chr17:44166196-44166198	chr17:44166196-44166198	1.0
gorGor3	chr5:37966067-37966069	chr17:44166196-44166198	chr17:45151913-45151915	1.0
gorGor3	chr5:37966067-37966069	chr17:44166196-44166198	chr17_ctg5_hap1:699586-699588	1.0
gorGor3	chr5:37043259-37043261	chr17:44170611-44170613	chr17:44170611-44170613	0.6666666666666666
gorGor3	chr5:37043259-37043261	chr17:44170611-44170613	chr17:45156846-45156848	0.6666666666666666
gorGor3	chr5:37043259-37043261	chr17:44170611-44170613	chr17_ctg5_hap1:695145-695147	0.6666666666666666
gorGor3	chr5:37961605-37961607	chr17:44170611-44170613	chr17:44170611-44170613	0.6666666666666666
gorGor3	chr5:37961605-37961607	chr17:44170611-44170613	chr17:45156846-45156848	0.6666666666666666
gorGor3	chr5:37961605-37961607	chr17:44170611-44170613	chr17_ctg5_hap1:695145-695147	0.6666666666666666
gorGor3	chr5:37035510-37035512	chr17:44180441-44180443	chr17:44180441-44180443	0.6666666666666666
gorGor3	chr5:37035510-37035512	chr17:44180441-44180443	chr17:45164652-45164654	0.6666666666666666
gorGor3	chr5:37035510-37035512	chr17:44180441-44180443	chr17_ctg5_hap1:685615-685617	0.6666666666666666
gorGor3	chr5:37949869-37949871	chr17:44180441-44180443	chr17:44180441-44180443	0.6666666666666666
gorGor3	chr5:37949869-37949871	chr17:44180441-44180443	chr17:45164652-45164654	0.6666666666666666
gorGor3	chr5:37949869-37949871	chr17:44180441-44180443	chr17_ctg5_hap1:685615-685617	0.6666666666666666
gorGor3	chr5:37832575-37832577	chr17:44293204-44293206	chr17:44284673-44284675	0.3333333333333333
gorGor3	chr5:37832575-37832577	chr17:44293204-44293206	chr17:44293204-44293206	0.3333333333333333
gorGor3	chr5:37832575-37832577	chr17:44293204-44293206	chr17:45171734-45171736	0.3333333333333333
gorGor3	chr5:37832575-37832577	chr17:44293204-44293206	chr17_ctg5_hap1:573037-573039	0.3333333333333333
gorGor3	chr5:37832575-37832577	chr17:44293204-44293206	chr17_ctg5_hap1:581633-581635	0.3333333333333333
gorGor3	chr5:37832575-37832577	chr17:44293204-44293206	chr17_ctg5_hap1:1310230-1310232	0.3333333333333333
gorGor3	chr5:37842125-37842127	chr17:44293204-44293206	chr17:44284673-44284675	0.3333333333333333
gorGor3	chr5:37842125-37842127	chr17:44293204-44293206	chr17:44293204-44293206	0.3333333333333333
gorGor3	chr5:37842125-37842127	chr17:44293204-44293206	chr17:45171734-45171736	0.3333333333333333
gorGor3	chr5:37842125-37842127	chr17:44293204-44293206	chr17_ctg5_hap1:573037-573039	0.3333333333333333
gorGor3	chr5:37842125-37842127	chr17:44293204-44293206	chr17_ctg5_hap1:581633-581635	0.3333333333333333
gorGor3	chr5:37842125-37842127	chr17:44293204-44293206	chr17_ctg5_hap1:1310230-1310232	0.3333333333333333
gorGor3	chr5:15542470-15542472	chr17:44339407-44339409	chr17:44339407-44339409	0.4
gorGor3	chr5:15542470-15542472	chr17:44339407-44339409	chr17:66000057-66000059	0.4
gorGor3	chr5:15542470-15542472	chr17:44339407-44339409	chr17:66001541-66001543	0.4
gorGor3	chr5:15542470-15542472	chr17:44339407-44339409	chr17_ctg5_hap1:526533-526535	0.4
gorGor3	chr5:15542470-15542472	chr17:44339407-44339409	chr17_ctg5_hap1:1206392-1206394	0.4
gorGor3	chr5:37786904-37786906	chr17:44339407-44339409	chr17:44339407-44339409	0.4
gorGor3	chr5:37786904-37786906	chr17:44339407-44339409	chr17:66000057-66000059	0.4
gorGor3	chr5:37786904-37786906	chr17:44339407-44339409	chr17:66001541-66001543	0.4
gorGor3	chr5:37786904-37786906	chr17:44339407-44339409	chr17_ctg5_hap1:526533-526535	0.4
gorGor3	chr5:37786904-37786906	chr17:44339407-44339409	chr17_ctg5_hap1:1206392-1206394	0.4
gorGor3	chr5:15563952-15563954	chr17:44351532-44351534	chr17:44351532-44351534	0.4
gorGor3	chr5:15563952-15563954	chr17:44351532-44351534	chr17:65979290-65979292	0.4
gorGor3	chr5:15563952-15563954	chr17:44351532-44351534	chr17_ctg5_hap1:514435-514437	0.4
gorGor3	chr5:15563952-15563954	chr17:44351532-44351534	chr17_ctg5_hap1:1218538-1218540	0.4
gorGor3	chr5:15563952-15563954	chr17:44351532-44351534	chr17_ctg5_hap1:1255844-1255846	0.4
gorGor3	chr5:37774511-37774513	chr17:44351532-44351534	chr17:44351532-44351534	0.4
gorGor3	chr5:37774511-37774513	chr17:44351532-44351534	chr17:65979290-65979292	0.4
gorGor3	chr5:37774511-37774513	chr17:44351532-44351534	chr17_ctg5_hap1:514435-514437	0.4
gorGor3	chr5:37774511-37774513	chr17:44351532-44351534	chr17_ctg5_hap1:1218538-1218540	0.4
gorGor3	chr5:37774511-37774513	chr17:44351532-44351534	chr17_ctg5_hap1:1255844-1255846	0.4
gorGor3	chr5:15565508-15565510	chr17:44353727-44353729	chr17:44353727-44353729	0.4
gorGor3	chr5:15565508-15565510	chr17:44353727-44353729	chr17:65977708-65977710	0.4
gorGor3	chr5:15565508-15565510	chr17:44353727-44353729	chr17_ctg5_hap1:512243-512245	0.4
gorGor3	chr5:15565508-15565510	chr17:44353727-44353729	chr17_ctg5_hap1:1220727-1220729	0.4
gorGor3	chr5:15565508-15565510	chr17:44353727-44353729	chr17_ctg5_hap1:1253655-1253657	0.4
gorGor3	chr5:37772330-37772332	chr17:44353727-44353729	chr17:44353727-44353729	0.4
gorGor3	chr5:37772330-37772332	chr17:44353727-44353729	chr17:65977708-65977710	0.4
gorGor3	chr5:37772330-37772332	chr17:44353727-44353729	chr17_ctg5_hap1:512243-512245	0.4
gorGor3	chr5:37772330-37772332	chr17:44353727-44353729	chr17_ctg5_hap1:1220727-1220729	0.4
gorGor3	chr5:37772330-37772332	chr17:44353727-44353729	chr17_ctg5_hap1:1253655-1253657	0.4
gorGor3	chr2B:53822618-53822619	chr2:166930980-166930982	chr2:166930980-166930981	1.0
gorGor3	chr2B:53822620-53822621	chr2:166930980-166930982	chr2:166930981-166930982	1.0
gorGor3	chr3:47091128-47091130	chr3:45916221-45916223	chr3:45916221-45916223	2.0
gorGor3	chr3:47129727-47129729	chr3:45916221-45916223	chr3:45916221-45916223	2.0
gorGor3	chr3:47081469-47081471	chr3:45954338-45954340	chr3:45954338-45954340	2.0
gorGor3	chr3:47139386-47139388	chr3:45954338-45954340	chr3:45954338-45954340	2.0
gorGor3	chr3:47609373-47609375	chr3:46423665-46423667	chr3:46423665-46423667	1.0
gorGor3	chr3:47609373-47609375	chr3:46423665-46423667	chr3:46425843-46425845	1.0
gorGor3	chr3:47611515-47611517	chr3:46423665-46423667	chr3:46423665-46423667	1.0
gorGor3	chr3:47611515-47611517	chr3:46423665-46423667	chr3:46425843-46425845	1.0
gorGor3	chr3:53237728-53237730	chr3:51932001-51932003	chr3:51932001-51932003	0.6666666666666666
gorGor3	chr3:53237728-53237730	chr3:51932001-51932003	chr4:42317700-42317702	0.6666666666666666
gorGor3	chr3:53237728-53237730	chr3:51932001-51932003	chr6:66969757-66969759	0.6666666666666666
gorGor3	chr4:42729792-42729794	chr3:51932001-51932003	chr3:51932001-51932003	0.6666666666666666
gorGor3	chr4:42729792-42729794	chr3:51932001-51932003	chr4:42317700-42317702	0.6666666666666666
gorGor3	chr4:42729792-42729794	chr3:51932001-51932003	chr6:66969757-66969759	0.6666666666666666
gorGor3	chr2A:98004514-98004516	chr3:101435224-101435226	chr3:101431053-101431055	1.3333333333333333
gorGor3	chr2A:98004514-98004516	chr3:101435224-101435226	chr3:101433188-101433190	1.3333333333333333
gorGor3	chr2A:98004514-98004516	chr3:101435224-101435226	chr3:101435224-101435226	1.3333333333333333
gorGor3	chr3:100736603-100736605	chr3:101435224-101435226	chr3:101431053-101431055	1.3333333333333333
gorGor3	chr3:100736603-100736605	chr3:101435224-101435226	chr3:101433188-101433190	1.3333333333333333
gorGor3	chr3:100736603-100736605	chr3:101435224-101435226	chr3:101435224-101435226	1.3333333333333333
gorGor3	chr3:100738725-100738727	chr3:101435224-101435226	chr3:101431053-101431055	1.3333333333333333
gorGor3	chr3:100738725-100738727	chr3:101435224-101435226	chr3:101433188-101433190	1.3333333333333333
gorGor3	chr3:100738725-100738727	chr3:101435224-101435226	chr3:101435224-101435226	1.3333333333333333
gorGor3	chr3:100742925-100742927	chr3:101435224-101435226	chr3:101431053-101431055	1.3333333333333333
gorGor3	chr3:100742925-100742927	chr3:101435224-101435226	chr3:101433188-101433190	1.3333333333333333
gorGor3	chr3:100742925-100742927	chr3:101435224-101435226	chr3:101435224-101435226	1.3333333333333333
gorGor3	chr3:100785272-100785274	chr3:101477601-101477603	chr3:101477601-101477603	3.0
gorGor3	chr3:100787513-100787515	chr3:101477601-101477603	chr3:101477601-101477603	3.0
gorGor3	chr3:100805558-100805560	chr3:101477601-101477603	chr3:101477601-101477603	3.0
gorGor3	chr5:75273188-75273189	chr5:91750807-91750809	chr5:91750807-91750808	1.0
gorGor3	chr5:75273190-75273191	chr5:91750807-91750809	chr5:91750808-91750809	1.0
gorGor3	chr8:29463547-29463549	chr8:29307520-29307522	chr8:29307520-29307522	2.0
gorGor3	chr8:29464082-29464084	chr8:29307520-29307522	chr8:29307520-29307522	2.0
gorGor3	chr9:65837464-65837465	chr9:86549938-86549940	chr9:86549938-86549939	1.0
gorGor3	chr9:65837482-65837483	chr9:86549938-86549940	chr9:86549939-86549940	1.0
gorGor3	chr3:120099899-120099901	chr9:136155443-136155445	chr3:120213860-120213862	1.0
gorGor3	chr3:120099899-120099901	chr9:136155443-136155445	chr9:136155443-136155445	1.0
gorGor3	chr9:116901791-116901793	chr9:136155443-136155445	chr3:120213860-120213862	1.0
gorGor3	chr9:116901791-116901793	chr9:136155443-136155445	chr9:136155443-136155445	1.0
gorGor3	chr13:64749950-64749952	chr9:136186382-136186384	chr9:136186382-136186384	0.6666666666666666
gorGor3	chr13:64749950-64749952	chr9:136186382-136186384	chr9:136186825-136186827	0.6666666666666666
gorGor3	chr13:64749950-64749952	chr9:136186382-136186384	chr13:82456446-82456448	0.6666666666666666
gorGor3	chr13:64750358-64750360	chr9:136186382-136186384	chr9:136186382-136186384	0.6666666666666666
gorGor3	chr13:64750358-64750360	chr9:136186382-136186384	chr9:136186825-136186827	0.6666666666666666
gorGor3	chr13:64750358-64750360	chr9:136186382-136186384	chr13:82456446-82456448	0.6666666666666666
gorGor3	chr11:50494276-50494278	chr11:88595235-88595237	chr11:49788475-49788477	1.0
gorGor3	chr11:50494276-50494278	chr11:88595235-88595237	chr11:88595235-88595237	1.0
gorGor3	chr11:86171157-86171159	chr11:88595235-88595237	chr11:49788475-49788477	1.0
gorGor3	chr11:86171157-86171159	chr11:88595235-88595237	chr11:88595235-88595237	1.0
gorGor3	chr16:46076447-46076449	chr16:56262705-56262707	chr16:56262705-56262707	2.0
gorGor3	chr16:46077887-46077889	chr16:56262705-56262707	chr16:56262705-56262707	2.0
gorGor3	chr5:38569911-38569913	chr17:43572895-43572897	chr17:43572895-43572897	0.6666666666666666
gorGor3	chr5:38569911-38569913	chr17:43572895-43572897	chr17:62838064-62838066	0.6666666666666666
gorGor3	chr5:38569911-38569913	chr17:43572895-43572897	chr17_ctg5_hap1:187965-187967	0.6666666666666666
gorGor3	chr5:38575438-38575440	chr17:43572895-43572897	chr17:43572895-43572897	0.6666666666666666
gorGor3	chr5:38575438-38575440	chr17:43572895-43572897	chr17:62838064-62838066	0.6666666666666666
gorGor3	chr5:38575438-38575440	chr17:43572895-43572897	chr17_ctg5_hap1:187965-187967	0.6666666666666666
gorGor3	chr5:38229491-38229493	chr17:43735554-43735556	chr17:43735554-43735556	1.0
gorGor3	chr5:38229491-38229493	chr17:43735554-43735556	chr17_ctg5_hap1:1131762-1131764	1.0
gorGor3	chr5:38409043-38409045	chr17:43735554-43735556	chr17:43735554-43735556	1.0
gorGor3	chr5:38409043-38409045	chr17:43735554-43735556	chr17_ctg5_hap1:1131762-1131764	1.0
gorGor3	chr5:38313184-38313186	chr17:43826304-43826306	chr17:43826304-43826306	1.0
gorGor3	chr5:38313184-38313186	chr17:43826304-43826306	chr17_ctg5_hap1:1041166-1041168	1.0
gorGor3	chr5:38318881-38318883	chr17:43826304-43826306	chr17:43826304-43826306	1.0
gorGor3	chr5:38318881-38318883	chr17:43826304-43826306	chr17_ctg5_hap1:1041166-1041168	1.0
gorGor3	chr5:38098653-38098655	chr17:44011525-44011527	chr17:44011525-44011527	1.0
gorGor3	chr5:38098653-38098655	chr17:44011525-44011527	chr17_ctg5_hap1:856157-856159	1.0
gorGor3	chr5:38126880-38126882	chr17:44011525-44011527	chr17:44011525-44011527	1.0
gorGor3	chr5:38126880-38126882	chr17:44011525-44011527	chr17_ctg5_hap1:856157-856159	1.0
gorGor3	chr5:38097071-38097073	chr17:44013102-44013104	chr17:44013102-44013104	1.0
gorGor3	chr5:38097071-38097073	chr17:44013102-44013104	chr17_ctg5_hap1:854581-854583	1.0
gorGor3	chr5:38125297-38125299	chr17:44013102-44013104	chr17:44013102-44013104	1.0
gorGor3	chr5:38125297-38125299	chr17:44013102-44013104	chr17_ctg5_hap1:854581-854583	1.0
gorGor3	chr5:38103946-38103948	chr17:44032072-44032074	chr17:44032072-44032074	0.5
gorGor3	chr5:38103946-38103948	chr17:44032072-44032074	chr17:44032404-44032406	0.5
gorGor3	chr5:38103946-38103948	chr17:44032072-44032074	chr17_ctg5_hap1:835265-835267	0.5
gorGor3	chr5:38103946-38103948	chr17:44032072-44032074	chr17_ctg5_hap1:835597-835599	0.5
gorGor3	chr5:38104297-38104299	chr17:44032072-44032074	chr17:44032072-44032074	0.5
gorGor3	chr5:38104297-38104299	chr17:44032072-44032074	chr17:44032404-44032406	0.5
gorGor3	chr5:38104297-38104299	chr17:44032072-44032074	chr17_ctg5_hap1:835265-835267	0.5
gorGor3	chr5:38104297-38104299	chr17:44032072-44032074	chr17_ctg5_hap1:835597-835599	0.5
gorGor3	chr5:38095457-38095459	chr17:44036935-44036937	chr1:59148620-59148622	0.4
gorGor3	chr5:38095457-38095459	chr17:44036935-44036937	chr17:44014715-44014717	0.4
gorGor3	chr5:38095457-38095459	chr17:44036935-44036937	chr17:44036935-44036937	0.4
gorGor3	chr5:38095457-38095459	chr17:44036935-44036937	chr17_ctg5_hap1:830761-830763	0.4
gorGor3	chr5:38095457-38095459	chr17:44036935-44036937	chr17_ctg5_hap1:852967-852969	0.4
gorGor3	chr5:38123683-38123685	chr17:44036935-44036937	chr1:59148620-59148622	0.4
gorGor3	chr5:38123683-38123685	chr17:44036935-44036937	chr17:44014715-44014717	0.4
gorGor3	chr5:38123683-38123685	chr17:44036935-44036937	chr17:44036935-44036937	0.4
gorGor3	chr5:38123683-38123685	chr17:44036935-44036937	chr17_ctg5_hap1:830761-830763	0.4
gorGor3	chr5:38123683-38123685	chr17:44036935-44036937	chr17_ctg5_hap1:852967-852969	0.4
gorGor3	chr5:38030985-38030986	chr17:44102681-44102683	chr17:44102681-44102682	0.5
gorGor3	chr5:38030985-38030986	chr17:44102681-44102683	chr17_ctg5_hap1:765291-765292	0.5
gorGor3	chr5:38030983-38030984	chr17:44102681-44102683	chr17:44102682-44102683	0.5
gorGor3	chr5:38030983-38030984	chr17:44102681-44102683	chr17_ctg5_hap1:765289-765290	0.5
gorGor3	chr5:37048086-37048088	chr17:44166310-44166312	chr17:44166310-44166312	0.6666666666666666
gorGor3	chr5:37048086-37048088	chr17:44166310-44166312	chr17:45152027-45152029	0.6666666666666666
gorGor3	chr5:37048086-37048088	chr17:44166310-44166312	chr17_ctg5_hap1:699472-699474	0.6666666666666666
gorGor3	chr5:37965953-37965955	chr17:44166310-44166312	chr17:44166310-44166312	0.6666666666666666
gorGor3	chr5:37965953-37965955	chr17:44166310-44166312	chr17:45152027-45152029	0.6666666666666666
gorGor3	chr5:37965953-37965955	chr17:44166310-44166312	chr17_ctg5_hap1:699472-699474	0.6666666666666666
gorGor3	chr5:37042873-37042875	chr17:44171023-44171025	chr17:44171023-44171025	0.6666666666666666
gorGor3	chr5:37042873-37042875	chr17:44171023-44171025	chr17:45157304-45157306	0.6666666666666666
gorGor3	chr5:37042873-37042875	chr17:44171023-44171025	chr17_ctg5_hap1:694735-694737	0.6666666666666666
gorGor3	chr5:37961193-37961195	chr17:44171023-44171025	chr17:44171023-44171025	0.6666666666666666
gorGor3	chr5:37961193-37961195	chr17:44171023-44171025	chr17:45157304-45157306	0.6666666666666666
gorGor3	chr5:37961193-37961195	chr17:44171023-44171025	chr17_ctg5_hap1:694735-694737	0.6666666666666666
gorGor3	chr5:37034994-37034996	chr17:44180953-44180955	chr17:44180953-44180955	0.6666666666666666
gorGor3	chr5:37034994-37034996	chr17:44180953-44180955	chr17:45165169-45165171	0.6666666666666666
gorGor3	chr5:37034994-37034996	chr17:44180953-44180955	chr17_ctg5_hap1:685103-685105	0.6666666666666666
gorGor3	chr5:37949357-37949359	chr17:44180953-44180955	chr17:44180953-44180955	0.6666666666666666
gorGor3	chr5:37949357-37949359	chr17:44180953-44180955	chr17:45165169-45165171	0.6666666666666666
gorGor3	chr5:37949357-37949359	chr17:44180953-44180955	chr17_ctg5_hap1:685103-685105	0.6666666666666666
gorGor3	chr5:15542404-15542406	chr17:44339472-44339474	chr17:44339472-44339474	0.4
gorGor3	chr5:15542404-15542406	chr17:44339472-44339474	chr17:66000123-66000125	0.4
gorGor3	chr5:15542404-15542406	chr17:44339472-44339474	chr17:66001476-66001478	0.4
gorGor3	chr5:15542404-15542406	chr17:44339472-44339474	chr17_ctg5_hap1:526468-526470	0.4
gorGor3	chr5:15542404-15542406	chr17:44339472-44339474	chr17_ctg5_hap1:1206457-1206459	0.4
gorGor3	chr5:37786839-37786841	chr17:44339472-44339474	chr17:44339472-44339474	0.4
gorGor3	chr5:37786839-37786841	chr17:44339472-44339474	chr17:66000123-66000125	0.4
gorGor3	chr5:37786839-37786841	chr17:44339472-44339474	chr17:66001476-66001478	0.4
gorGor3	chr5:37786839-37786841	chr17:44339472-44339474	chr17_ctg5_hap1:526468-526470	0.4
gorGor3	chr5:37786839-37786841	chr17:44339472-44339474	chr17_ctg5_hap1:1206457-1206459	0.4
gorGor3	chr5:15556614-15556616	chr17:44348220-44348222	chr17:44348220-44348222	0.4
gorGor3	chr5:15556614-15556616	chr17:44348220-44348222	chr17:65985495-65985497	0.4
gorGor3	chr5:15556614-15556616	chr17:44348220-44348222	chr17:65985853-65985855	0.4
gorGor3	chr5:15556614-15556616	chr17:44348220-44348222	chr17_ctg5_hap1:517761-517763	0.4
gorGor3	chr5:15556614-15556616	chr17:44348220-44348222	chr17_ctg5_hap1:1215223-1215225	0.4
gorGor3	chr5:37777834-37777836	chr17:44348220-44348222	chr17:44348220-44348222	0.4
gorGor3	chr5:37777834-37777836	chr17:44348220-44348222	chr17:65985495-65985497	0.4
gorGor3	chr5:37777834-37777836	chr17:44348220-44348222	chr17:65985853-65985855	0.4
gorGor3	chr5:37777834-37777836	chr17:44348220-44348222	chr17_ctg5_hap1:517761-517763	0.4
gorGor3	chr5:37777834-37777836	chr17:44348220-44348222	chr17_ctg5_hap1:1215223-1215225	0.4
gorGor3	chr5:15564106-15564108	chr17:44351685-44351687	chr17:44351685-44351687	0.4
gorGor3	chr5:15564106-15564108	chr17:44351685-44351687	chr17:65979136-65979138	0.4
gorGor3	chr5:15564106-15564108	chr17:44351685-44351687	chr17_ctg5_hap1:514282-514284	0.4
gorGor3	chr5:15564106-15564108	chr17:44351685-44351687	chr17_ctg5_hap1:1218691-1218693	0.4
gorGor3	chr5:15564106-15564108	chr17:44351685-44351687	chr17_ctg5_hap1:1255691-1255693	0.4
gorGor3	chr5:37774358-37774360	chr17:44351685-44351687	chr17:44351685-44351687	0.4
